"","X","NETWORK","PI","YEAR_MONTH_DAY_TRANSECT","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES"
"4203",5090,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","PHGU","0-20","I",NA,0,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4204",5091,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","PHGU","20-0","O",NA,5,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4205",5092,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","PHGU","20-40","I",NA,0,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4206",5093,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","PHGU","40-20","O",NA,2,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4207",5098,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","ASRU","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4208",5099,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","ASRU","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4209",5100,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","ASRU","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4210",5101,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","ASRU","40-20","O",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4211",5102,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","CABO","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4212",5103,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","CABO","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4213",5104,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","CABO","20-40","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4214",5105,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","CABO","40-20","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4215",5106,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","CAIR","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4216",5107,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","CAIR","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4217",5108,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","CAIR","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4218",5109,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","CAIR","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4219",5114,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","HESA","0-20","I",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4220",5115,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","HESA","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4221",5116,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","HESA","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4222",5117,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","HESA","40-20","O",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4223",5118,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","HOAM","0-20","I",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4224",5119,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","HOAM","20-0","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4225",5120,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","HOAM","20-40","I",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4226",5121,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","HOAM","40-20","O",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4227",5126,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","PHGU","0-20","I",NA,0,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4228",5127,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","PHGU","20-0","O",NA,1,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4229",5128,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","PHGU","20-40","I",NA,1,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4230",5129,"KEEN ONE","Byrnes","2016_8_8_Norwegian Cove",2016,8,8,"NE Appledore","Norwegian Cove","PHGU","40-20","O",NA,4,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4231",5134,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","ASRU","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4232",5135,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","ASRU","20-0","O",NA,3,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4233",5136,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","ASRU","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4234",5137,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","ASRU","40-20","O",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4235",5138,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","CABO","0-20","I",NA,12,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4236",5139,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","CABO","20-0","O",NA,11,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4237",5140,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","CABO","20-40","I",NA,15,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4238",5141,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","CABO","40-20","O",NA,8,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4239",5142,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","CAIR","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4240",5143,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","CAIR","20-0","O",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4241",5144,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","CAIR","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4242",5145,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","CAIR","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4243",5146,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","HOAM","0-20","I",NA,6,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4244",5147,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","HOAM","20-0","O",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4245",5148,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","HOAM","20-40","I",NA,9,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4246",5149,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","HOAM","40-20","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4247",5154,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","PHGU","0-20","I",NA,2,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4248",5155,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","PHGU","20-0","O",NA,0,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4249",5156,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","PHGU","20-40","I",NA,0,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4250",5157,"KEEN ONE","Byrnes","2016_8_9_Broadway and 42nd",2016,8,9,"NE Appledore","Broadway and 42nd","PHGU","40-20","O",NA,1,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4251",5162,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","ASRU","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4252",5163,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","ASRU","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4253",5164,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","ASRU","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4254",5165,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","ASRU","40-20","O",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4255",5166,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","CABO","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4256",5167,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","CABO","20-0","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4257",5168,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","CABO","20-40","I",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4258",5169,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","CABO","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4259",5170,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","CAIR","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4260",5171,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","CAIR","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4261",5172,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","CAIR","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4262",5173,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","CAIR","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4263",5174,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","HESA","0-20","I",NA,2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4264",5175,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","HESA","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4265",5176,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","HESA","20-40","I",NA,2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4266",5177,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","HESA","40-20","O",NA,2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4267",5178,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","HOAM","0-20","I",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4268",5179,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","HOAM","20-0","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4269",5180,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","HOAM","20-40","I",NA,5,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4270",5181,"KEEN ONE","Byrnes","2016_8_9_Devil's Dance Floor",2016,8,9,"NE Appledore","Devil's Dance Floor","HOAM","40-20","O",NA,9,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
